LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost
1490,470,MPLS_0,70,10,0.74,114,188,57000,2500
1491,470,Internet,199,19,6.0,212,212,21200,0
1492,471,MPLS_1,110,16,1.3,73,145,36500,4000
1493,471,MPLS_0,81,13,0.51,32,55,19200,2400
1494,471,Internet,212,18,8.0,82,82,8200,0
1495,472,MPLS_0,85,10,0.57,264,489,158400,3600
1496,472,Internet,154,12,8.0,200,200,20000,0
1497,473,MPLS_1,66,8,0.53,40,71,20000,5000
1498,473,Internet,215,17,10.0,19,19,1900,0
1499,474,MPLS_1,60,12,0.43,12,18,6000,4000
1500,474,MPLS_0,130,12,0.96,33,51,16500,1500
1501,474,Internet,174,20,3.0,17,17,1700,0
1502,475,MPLS_1,80,11,0.52,18,31,14400,4000
1503,475,MPLS_2,112,16,1.96,38,71,22800,5400
1504,475,Internet,145,18,2.0,42,42,4200,0
1505,476,MPLS_1,81,11,0.57,43,65,34400,6400
1506,476,MPLS_2,94,13,1.82,91,171,54600,4200
1507,476,Internet,212,17,2.0,121,121,12100,0
1508,477,MPLS_1,139,14,1.81,11,19,5500,3500
1509,477,MPLS_0,82,10,0.49,3,5,1800,4200
1510,477,Internet,185,17,4.0,5,5,500,0
1511,478,MPLS_1,61,8,0.73,11,16,8800,2400
1512,478,MPLS_0,90,14,0.84,21,36,16800,8000
1513,478,Internet,146,18,8.0,17,17,1700,0
1514,479,MPLS_0,121,13,1.13,46,81,27600,2400
1515,479,MPLS_1,84,12,0.65,20,38,12000,3000
1516,479,Internet,164,13,9.0,35,35,3500,0
1517,480,MPLS_1,62,10,0.6,5,8,3500,6300
1518,480,MPLS_2,124,15,1.74,24,44,19200,6400
1519,480,MPLS_0,77,10,0.53,5,7,3500,2800
1520,480,Internet,147,17,5.0,23,23,2300,0
1521,481,MPLS_1,75,10,0.78,43,82,25800,2400
1522,481,MPLS_2,123,15,1.47,105,172,84000,4800
1523,481,Internet,215,20,6.0,97,97,9700,0
1524,482,MPLS_1,78,8,0.43,10,16,5000,5000
1525,482,MPLS_0,86,9,0.59,11,20,5500,2500
1526,482,MPLS_2,111,13,1.3,45,84,31500,2800
1527,482,Internet,209,15,2.0,56,56,5600,0
1528,483,MPLS_0,116,16,1.95,33,62,19800,3000
1529,483,MPLS_1,86,11,0.6,10,16,8000,6400
1530,483,Internet,215,14,1.0,20,20,2000,0
1531,484,MPLS_2,60,8,0.75,131,244,78600,4200
1532,484,MPLS_1,128,12,0.86,355,700,213000,3000
1533,484,Internet,194,17,4.0,318,318,31800,0
1534,485,MPLS_1,81,14,1.38,16,27,8000,4000
1535,485,MPLS_0,76,10,0.65,6,10,3000,3500
1536,485,Internet,186,13,2.0,16,16,1600,0
1537,486,MPLS_2,75,12,0.76,58,91,34800,4800
1538,486,Internet,207,15,5.0,42,42,4200,0
1539,487,MPLS_0,98,14,0.99,193,370,154400,4000
1540,487,MPLS_1,64,10,0.71,69,131,41400,1800
1541,487,Internet,202,19,2.0,138,138,13800,0
1542,488,MPLS_0,66,10,0.57,19,32,11400,5400
1543,488,MPLS_1,91,13,1.86,46,74,36800,2400
1544,488,Internet,200,17,9.0,45,45,4500,0
1545,489,MPLS_0,70,8,0.53,6,11,3000,5000
1546,489,MPLS_2,64,9,0.49,6,10,4200,6300
1547,489,MPLS_1,148,14,1.36,27,44,21600,4800
1548,489,Internet,182,12,6.0,17,17,1700,0
1549,490,MPLS_0,70,13,0.58,37,68,25900,6300
1550,490,Internet,182,15,4.0,16,16,1600,0
1551,491,MPLS_0,82,14,1.93,340,565,238000,7000
1552,491,MPLS_2,76,11,0.55,199,314,119400,1800
1553,491,Internet,175,15,3.0,294,294,29400,0
1554,492,MPLS_2,126,12,1.69,68,122,34000,4000
1555,492,MPLS_1,63,12,0.42,24,41,16800,5600
1556,492,Internet,168,16,10.0,49,49,4900,0
1557,493,MPLS_1,145,12,1.61,94,141,75200,6400
1558,493,MPLS_2,73,9,0.77,38,59,30400,2400
1559,493,Internet,196,12,7.0,66,66,6600,0
1560,494,MPLS_1,77,8,0.61,140,253,98000,4200
1561,494,Internet,169,17,10.0,68,68,6800,0
1562,495,MPLS_2,76,8,0.68,21,34,12600,3000
1563,495,Internet,206,19,3.0,10,10,1000,0
1564,496,MPLS_0,142,14,1.62,30,58,15000,4500
1565,496,MPLS_1,79,7,0.6,16,26,11200,5600
1566,496,Internet,190,19,6.0,33,33,3300,0
1567,497,MPLS_0,95,13,0.82,39,66,23400,3600
1568,497,MPLS_2,88,7,0.48,21,36,12600,4800
1569,497,Internet,168,15,6.0,50,50,5000,0
1570,498,MPLS_2,67,12,0.46,13,20,10400,2400
1571,498,MPLS_0,65,10,0.54,14,22,9800,2800
1572,498,MPLS_1,133,15,2.04,80,141,64000,7200
1573,498,Internet,145,19,3.0,43,43,4300,0
1574,499,MPLS_0,115,13,1.17,31,47,18600,4800
1575,499,MPLS_2,67,13,0.52,5,9,2500,2000
1576,499,MPLS_1,77,12,0.49,5,8,2500,1500
1577,499,Internet,215,20,10.0,22,22,2200,0
