site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
520,Internet,190,13,8,64,64,6400,0
521,MPLS_1,89,8,0.53,6,10,4800,5600
521,MPLS_0,140,12,1.37,36,56,25200,3500
521,MPLS_2,75,11,0.56,5,9,4000,6400
521,Internet,199,13,9,23,23,2300,0
522,MPLS_2,60,12,0.64,5,9,3500,3500
522,MPLS_0,69,9,0.48,5,9,3500,2800
522,MPLS_1,89,16,1.71,26,44,13000,3000
522,Internet,147,20,4,20,20,2000,0
523,MPLS_1,83,8,0.62,28,53,22400,2400
523,MPLS_0,137,16,1.41,62,104,37200,6000
523,Internet,220,17,1,57,57,5700,0
524,MPLS_2,65,11,0.7,150,284,105000,2800
524,MPLS_0,112,14,1.14,293,449,175800,4800
524,Internet,190,15,6,301,301,30100,0
525,MPLS_0,83,12,0.78,7,10,3500,2000
525,MPLS_2,141,16,1.54,50,88,25000,4000
525,MPLS_1,81,12,0.42,6,10,4800,7200
525,Internet,200,17,10,44,44,4400,0
526,MPLS_2,64,13,0.57,30,50,24000,8000
526,MPLS_0,138,15,1.98,85,128,42500,4000
526,Internet,186,14,10,79,79,7900,0
527,MPLS_1,148,15,1.5,17,33,10200,3600
527,MPLS_0,60,7,0.68,8,15,4800,5400
527,Internet,169,16,10,22,22,2200,0
528,MPLS_0,62,12,0.67,11,16,8800,2400
528,MPLS_2,125,16,1.25,57,86,45600,7200
528,MPLS_1,78,12,0.67,9,17,6300,6300
528,Internet,175,13,3,53,53,5300,0
529,MPLS_0,81,9,0.74,47,83,37600,6400
529,MPLS_2,102,13,0.91,113,184,67800,5400
529,Internet,185,15,5,79,79,7900,0
530,MPLS_0,62,9,0.68,7,13,3500,2000
530,MPLS_1,100,12,1.48,12,21,8400,3500
530,Internet,192,18,4,11,11,1100,0
531,MPLS_0,86,8,0.64,5,9,3500,2100
531,MPLS_1,66,9,0.78,5,8,3000,4800
531,MPLS_2,105,13,1.61,31,46,15500,3000
531,Internet,201,18,8,32,32,3200,0
532,MPLS_0,96,15,2,48,93,28800,1800
532,MPLS_2,63,7,0.52,18,34,10800,1800
532,Internet,174,13,8,25,25,2500,0
533,MPLS_2,62,13,0.57,13,23,6500,1500
533,MPLS_0,64,9,0.62,11,19,6600,4800
533,MPLS_1,137,14,1.74,56,94,28000,4000
533,Internet,154,12,7,32,32,3200,0
534,MPLS_1,138,14,1.62,264,416,132000,5000
534,MPLS_2,82,11,0.62,97,173,67900,7000
534,Internet,179,15,3,169,169,16900,0
535,MPLS_1,74,9,0.77,14,21,7000,3000
535,MPLS_0,87,11,0.57,13,21,9100,4200
535,MPLS_2,109,16,0.89,77,138,38500,3500
535,Internet,154,15,1,62,62,6200,0
536,MPLS_2,66,7,0.67,21,37,14700,5600
536,MPLS_1,141,15,1.24,50,96,35000,7000
536,Internet,165,14,10,51,51,5100,0
537,MPLS_1,73,11,0.42,16,27,8000,4500
537,MPLS_0,81,11,0.43,14,27,11200,4800
537,MPLS_2,95,12,2.02,56,101,39200,3500
537,Internet,173,20,9,52,52,5200,0
538,MPLS_0,95,13,0.94,85,146,42500,2000
538,MPLS_1,85,7,0.79,30,53,18000,6000
538,Internet,204,15,3,44,44,4400,0
539,MPLS_1,111,16,1.78,25,43,12500,3000
539,MPLS_2,86,12,0.51,11,16,5500,2500
539,Internet,193,20,5,26,26,2600,0
540,MPLS_1,60,11,0.68,61,95,30500,3000
540,MPLS_2,66,8,0.43,65,98,39000,5400
540,MPLS_0,96,15,1.56,245,457,171500,5600
540,Internet,218,15,3,169,169,16900,0
541,MPLS_1,91,12,1.33,8,15,6400,5600
541,MPLS_0,68,11,0.47,3,5,2100,7000
541,Internet,177,18,2,8,8,800,0
542,MPLS_1,92,15,1.57,3,4,2400,4800
542,MPLS_2,69,10,0.75,1,1,600,5400
542,Internet,213,18,9,3,3,300,0
543,MPLS_2,99,12,1.29,296,508,207200,6300
543,MPLS_0,71,7,0.59,106,192,63600,6000
543,Internet,160,20,5,182,182,18200,0
544,MPLS_2,61,12,0.41,28,54,16800,4800
544,MPLS_1,80,15,1.49,75,142,52500,6300
544,Internet,145,12,9,43,43,4300,0
545,MPLS_0,103,16,1.13,12,18,8400,4900
545,MPLS_1,64,7,0.71,4,7,2000,1500
545,Internet,211,18,7,12,12,1200,0
546,MPLS_1,61,8,0.78,46,90,23000,1500
546,MPLS_2,96,13,2.01,123,239,61500,5000
546,Internet,145,14,9,107,107,10700,0
547,MPLS_2,74,9,0.61,16,24,9600,5400
547,MPLS_1,105,14,2,47,90,32900,6300
547,Internet,157,14,9,32,32,3200,0
548,MPLS_2,97,16,1.26,26,51,18200,4200
548,MPLS_0,88,7,0.62,8,14,4000,4500
548,Internet,194,19,2,21,21,2100,0
549,MPLS_1,66,9,0.75,44,81,30800,6300
549,MPLS_2,90,16,0.82,270,480,189000,2800
549,MPLS_0,65,12,0.79,37,57,25900,7000
549,Internet,175,15,4,199,199,19900,0
550,MPLS_1,97,15,1.1,35,67,24500,4900
550,MPLS_0,65,10,0.76,14,24,11200,3200
550,Internet,186,18,6,18,18,1800,0
551,MPLS_2,73,12,0.69,10,15,7000,2100
551,MPLS_0,144,16,1.85,28,55,22400,8000
551,Internet,209,14,9,17,17,1700,0
552,MPLS_2,71,8,0.69,109,214,76300,2800
552,MPLS_0,109,16,1.89,227,399,158900,2100
552,Internet,141,13,6,176,176,17600,0
553,MPLS_0,146,13,1.31,34,64,17000,4000
553,MPLS_1,83,11,0.75,6,9,3600,3000
553,MPLS_2,84,8,0.61,7,11,4900,5600
553,Internet,195,20,8,31,31,3100,0
554,MPLS_1,84,10,0.58,23,44,11500,3000
554,MPLS_2,108,15,1.63,52,89,36400,2800
554,Internet,200,18,8,48,48,4800,0
555,MPLS_2,62,12,0.45,35,53,21000,6000
555,Internet,141,20,8,21,21,2100,0
556,MPLS_1,75,7,0.57,15,27,9000,6000
556,MPLS_0,127,15,1.59,35,63,28000,4000
556,Internet,218,17,9,42,42,4200,0
557,MPLS_1,91,14,1.43,11,19,8800,8000
557,MPLS_0,83,13,0.58,2,3,1600,3200
557,MPLS_2,87,13,0.59,2,3,1200,3000
557,Internet,143,12,8,10,10,1000,0
558,MPLS_0,71,10,0.54,10,16,6000,5400
558,MPLS_1,68,13,0.61,10,18,5000,3000
558,MPLS_2,136,16,0.85,45,74,22500,5000
558,Internet,218,19,6,42,42,4200,0
559,MPLS_0,64,10,0.5,5,8,3000,3600
559,MPLS_2,104,12,1.54,16,25,11200,3500
559,Internet,198,16,2,13,13,1300,0
560,MPLS_1,77,10,0.63,12,23,9600,2400
560,MPLS_2,71,7,0.57,11,18,5500,2500
560,MPLS_0,151,15,1.62,70,106,49000,4200
560,Internet,219,18,3,72,72,7200,0
561,MPLS_2,80,15,1.21,40,72,24000,3000
561,MPLS_1,82,13,0.53,16,28,11200,4900
561,Internet,189,14,6,33,33,3300,0
562,MPLS_2,112,16,2.08,62,95,37200,6000
562,MPLS_1,77,11,0.63,10,15,6000,1800
562,MPLS_0,72,10,0.7,9,15,5400,4200
562,Internet,162,17,3,30,30,3000,0
563,MPLS_2,68,12,0.59,45,88,31500,4200
563,Internet,218,13,3,19,19,1900,0
564,MPLS_1,125,16,1.87,28,50,16800,4800
564,MPLS_0,64,8,0.77,5,9,4000,6400
564,MPLS_2,87,10,0.63,5,8,2500,2500
564,Internet,171,14,8,21,21,2100,0
565,MPLS_0,85,13,0.62,5,7,2500,1500
565,MPLS_2,97,16,1.82,13,20,6500,3500
565,Internet,201,15,4,6,6,600,0
566,MPLS_1,73,13,0.53,15,24,12000,4000
566,MPLS_0,123,12,0.86,43,73,34400,4800
566,Internet,171,13,6,32,32,3200,0
567,MPLS_0,142,15,0.94,214,410,128400,4200
567,MPLS_2,86,8,0.63,48,73,33600,2100
567,MPLS_1,78,10,0.72,46,70,32200,6300
567,Internet,146,14,7,202,202,20200,0
568,MPLS_2,85,9,0.7,2,3,1000,2500
568,MPLS_0,105,13,1.65,6,10,4800,3200
568,Internet,188,17,3,3,3,300,0
569,MPLS_0,79,13,0.66,28,52,19600,3500
569,MPLS_1,125,12,1.77,65,124,45500,2100
569,Internet,210,16,6,56,56,5600,0
570,MPLS_2,84,15,1.85,80,131,40000,3500
570,MPLS_0,79,8,0.62,22,40,15400,6300
570,MPLS_1,79,10,0.55,22,34,17600,8000
570,Internet,179,17,3,59,59,5900,0
571,MPLS_1,106,15,1.98,132,215,79200,3600
571,MPLS_2,88,12,0.46,40,71,20000,2000
571,Internet,203,17,10,68,68,6800,0
572,MPLS_2,137,16,1.62,8,14,6400,6400
572,MPLS_0,85,11,0.53,3,5,1800,3600
572,Internet,202,16,8,4,4,400,0
573,MPLS_2,88,10,0.53,23,36,13800,4800
573,MPLS_0,140,13,2.04,61,104,42700,6300
573,Internet,158,17,6,31,31,3100,0
574,MPLS_0,91,14,1.91,41,77,24600,4200
574,MPLS_2,60,9,0.68,17,30,11900,6300
574,Internet,206,17,9,43,43,4300,0
575,MPLS_0,82,9,0.71,12,20,6000,1500
575,MPLS_2,60,13,0.71,9,13,5400,6000
575,MPLS_1,147,14,0.92,51,80,35700,6300
575,Internet,197,20,7,46,46,4600,0
576,MPLS_2,94,13,1.32,19,32,13300,4200
576,MPLS_0,69,8,0.64,4,7,2000,4000
576,MPLS_1,67,12,0.68,4,7,3200,6400
576,Internet,191,14,9,21,21,2100,0
577,MPLS_0,88,7,0.67,3,5,2400,4800
577,MPLS_1,80,15,1.32,9,14,7200,4800
577,Internet,220,16,10,9,9,900,0
578,MPLS_2,96,16,1.96,80,148,40000,2000
578,MPLS_0,86,13,0.66,27,52,18900,5600
578,Internet,191,12,9,39,39,3900,0
579,MPLS_0,136,13,2.08,73,145,58400,6400
579,MPLS_1,77,12,0.52,19,35,15200,8000
579,MPLS_2,75,13,0.53,21,37,12600,3600
579,Internet,213,15,9,63,63,6300,0
580,MPLS_0,64,9,0.48,153,297,76500,1500
580,Internet,199,15,3,84,84,8400,0
581,MPLS_2,137,15,1.66,49,77,29400,3000
581,MPLS_1,79,9,0.48,21,31,12600,6000
581,Internet,196,18,3,47,47,4700,0
582,MPLS_2,60,10,0.75,47,79,28200,6000
582,MPLS_1,129,14,1.61,140,235,70000,2000
582,Internet,188,15,4,144,144,14400,0
583,MPLS_1,91,12,1.93,11,18,8800,2400
583,MPLS_2,88,13,0.47,3,5,1800,2400
583,Internet,204,18,10,11,11,1100,0
584,MPLS_2,84,13,0.7,14,21,11200,8000
584,MPLS_1,62,10,0.74,17,28,13600,6400
584,MPLS_0,133,12,1.2,83,152,49800,5400
584,Internet,145,15,2,56,56,5600,0
585,MPLS_1,80,12,0.59,17,32,8500,2000
585,MPLS_0,80,14,1.68,67,126,33500,5000
585,Internet,199,19,3,49,49,4900,0
586,MPLS_0,112,16,1.18,16,26,12800,5600
586,MPLS_2,75,9,0.56,4,7,2000,4000
586,Internet,151,16,6,9,9,900,0
587,MPLS_0,151,14,1.66,49,87,29400,3600
587,MPLS_2,85,9,0.64,31,56,18600,4800
587,Internet,167,17,3,61,61,6100,0
588,MPLS_0,112,13,1.81,29,53,20300,5600
588,MPLS_2,70,12,0.53,9,15,4500,3000
588,Internet,146,16,3,17,17,1700,0
589,MPLS_1,77,12,0.6,10,18,7000,3500
589,MPLS_2,104,14,1.33,25,41,15000,2400
589,Internet,180,20,2,21,21,2100,0
590,MPLS_0,119,12,1.67,41,64,28700,4900
590,MPLS_2,70,13,0.59,19,31,9500,3000
590,Internet,178,16,3,30,30,3000,0
591,MPLS_1,123,15,1.86,75,123,52500,5600
591,MPLS_2,65,10,0.51,27,50,13500,5000
591,Internet,174,17,4,52,52,5200,0
592,MPLS_0,150,12,1.93,4,6,2000,3000
592,MPLS_1,84,13,0.59,2,3,1200,3000
592,Internet,196,20,1,4,4,400,0
593,MPLS_2,70,8,0.61,66,126,39600,5400
593,Internet,155,20,5,33,33,3300,0
594,MPLS_1,115,16,1.93,33,54,23100,6300
594,MPLS_2,70,7,0.56,15,23,10500,2800
594,Internet,180,20,2,37,37,3700,0
595,MPLS_0,113,15,1.37,59,110,47200,2400
595,MPLS_2,88,10,0.46,21,38,10500,2500
595,Internet,187,19,10,53,53,5300,0
596,MPLS_1,76,13,0.6,14,27,9800,4200
596,MPLS_0,120,16,1.75,40,61,24000,6000
596,Internet,172,18,5,32,32,3200,0
597,MPLS_2,129,14,1.71,174,289,121800,7000
597,MPLS_1,87,8,0.42,68,120,34000,4500
597,Internet,155,15,3,110,110,11000,0
598,MPLS_2,63,10,0.58,9,14,5400,2400
598,MPLS_1,97,16,1.77,29,47,20300,4200
598,Internet,169,18,9,26,26,2600,0
599,MPLS_1,70,8,0.78,92,147,46000,2500
599,Internet,176,19,8,64,64,6400,0
600,MPLS_2,117,16,1.93,46,90,23000,4000
600,MPLS_1,89,7,0.52,19,34,11400,6000
600,Internet,185,20,1,48,48,4800,0
601,MPLS_0,149,13,1.91,547,1050,437600,8000
601,MPLS_1,60,10,0.62,207,318,165600,2400
601,Internet,186,17,2,554,554,55400,0
602,MPLS_0,65,13,0.55,44,84,35200,4000
602,MPLS_1,87,16,1.76,177,266,141600,2400
602,MPLS_2,72,12,0.74,38,60,19000,3000
602,Internet,145,20,3,161,161,16100,0
603,MPLS_0,86,13,0.62,4,6,2400,5400
603,MPLS_1,123,14,1.2,16,26,8000,2000
603,MPLS_2,84,12,0.62,4,7,3200,8000
603,Internet,154,15,2,9,9,900,0
604,MPLS_1,85,9,0.52,72,143,43200,2400
604,Internet,172,17,7,54,54,5400,0
605,MPLS_1,71,11,0.76,28,45,22400,8000
605,MPLS_2,139,14,1.33,85,155,51000,2400
605,Internet,172,18,10,50,50,5000,0
606,MPLS_0,68,9,0.57,10,17,7000,4900
606,MPLS_1,151,14,2.06,27,45,18900,4200
606,Internet,151,14,5,35,35,3500,0
607,MPLS_1,130,15,2.07,16,28,9600,2400
607,MPLS_2,68,9,0.51,8,12,6400,3200
607,Internet,194,16,8,10,10,1000,0
608,MPLS_1,89,13,0.54,7,10,5600,6400
608,MPLS_2,70,12,0.69,8,13,4000,2500
608,MPLS_0,132,12,1.51,33,53,19800,2400
608,Internet,188,20,3,27,27,2700,0
609,MPLS_1,87,11,0.79,46,85,36800,4800
609,MPLS_0,105,16,1.66,239,475,119500,2500
609,MPLS_2,69,8,0.41,47,72,37600,6400
609,Internet,166,20,4,167,167,16700,0
610,MPLS_0,88,13,0.48,4,6,2800,4900
610,MPLS_1,95,14,1.11,25,45,12500,1500
610,MPLS_2,69,11,0.43,5,9,3000,4800
610,Internet,146,18,9,23,23,2300,0
611,MPLS_1,97,16,1.08,20,32,14000,4900
611,MPLS_2,66,7,0.62,10,17,8000,4000
611,Internet,187,12,4,18,18,1800,0
612,MPLS_2,132,13,1.6,7,12,3500,4500
612,MPLS_1,72,9,0.51,3,5,1500,4000
612,Internet,185,16,1,5,5,500,0
613,MPLS_1,76,9,0.68,116,216,69600,3000
613,Internet,220,18,6,42,42,4200,0
614,MPLS_0,69,8,0.75,41,63,32800,8000
614,Internet,209,15,10,23,23,2300,0
615,MPLS_2,76,8,0.41,11,16,7700,4200
615,MPLS_1,102,12,1.17,58,90,46400,2400
615,MPLS_0,84,11,0.66,12,20,6000,2000
615,Internet,169,20,2,58,58,5800,0
616,MPLS_1,75,10,0.4,44,69,35200,6400
616,MPLS_2,145,14,1.82,121,217,84700,2800
616,Internet,208,20,5,84,84,8400,0
617,MPLS_2,66,12,0.61,17,31,8500,3000
617,MPLS_1,141,16,1.15,33,60,23100,6300
617,Internet,183,18,3,25,25,2500,0
618,MPLS_1,80,8,0.74,49,77,29400,2400
618,MPLS_2,91,12,1.54,215,394,150500,6300
618,MPLS_0,70,13,0.44,44,82,35200,6400
618,Internet,145,14,10,210,210,21000,0
619,MPLS_1,79,9,0.51,5,7,3500,4200
619,MPLS_2,107,15,1.16,11,16,7700,2800
619,Internet,200,17,5,7,7,700,0
620,MPLS_1,75,10,0.78,13,23,10400,8000
620,MPLS_0,111,15,0.83,35,63,21000,2400
620,Internet,198,16,4,24,24,2400,0
621,MPLS_1,62,8,0.74,261,485,182700,4900
621,Internet,188,19,4,147,147,14700,0
622,MPLS_2,66,9,0.5,43,67,25800,1800
622,MPLS_1,98,14,1.41,130,208,65000,1500
622,Internet,209,15,2,77,77,7700,0
623,MPLS_2,109,16,1.89,31,55,18600,1800
623,MPLS_0,61,10,0.64,11,20,5500,1500
623,Internet,209,17,2,18,18,1800,0
624,MPLS_0,85,13,0.5,1,1,700,7000
624,MPLS_1,143,16,1.11,3,5,2100,6300
624,Internet,158,20,4,2,2,200,0
625,MPLS_2,72,8,0.54,4,6,2400,2400
625,MPLS_0,121,14,1.72,11,18,5500,4500
625,Internet,189,12,1,11,11,1100,0
626,MPLS_1,113,15,1.73,23,45,13800,4200
626,MPLS_2,86,12,0.6,10,16,6000,4200
626,Internet,202,19,3,22,22,2200,0
627,MPLS_1,80,8,0.68,17,26,10200,3000
627,MPLS_2,83,12,0.51,17,27,11900,4200
627,MPLS_0,122,13,1.79,99,166,59400,4800
627,Internet,174,15,3,46,46,4600,0
628,MPLS_1,82,7,0.69,5,8,4000,2400
628,MPLS_2,119,16,1.87,9,15,5400,4800
628,Internet,153,12,8,9,9,900,0
629,MPLS_2,119,13,1.99,32,55,16000,3000
629,MPLS_1,88,11,0.64,16,25,12800,6400
629,Internet,152,19,8,38,38,3800,0
630,MPLS_0,64,7,0.48,66,125,33000,2000
630,MPLS_2,132,12,1.31,215,362,150500,4900
630,Internet,218,17,7,151,151,15100,0
631,MPLS_0,60,7,0.45,65,98,52000,8000
631,MPLS_1,105,14,1.47,155,255,77500,3500
631,Internet,206,19,6,164,164,16400,0
632,MPLS_1,89,10,0.53,11,16,5500,1500
632,MPLS_0,136,12,0.83,31,60,18600,3000
632,Internet,162,14,6,19,19,1900,0
633,MPLS_2,82,11,0.45,31,55,24800,7200
633,MPLS_0,94,16,1.33,74,144,44400,5400
633,Internet,197,14,4,40,40,4000,0
634,MPLS_2,124,12,1.69,49,76,39200,5600
634,MPLS_0,84,7,0.44,11,19,5500,4000
634,MPLS_1,60,10,0.6,11,17,6600,3600
634,Internet,146,20,4,51,51,5100,0
635,MPLS_0,76,9,0.63,22,38,15400,3500
635,MPLS_1,105,13,1.46,67,118,53600,3200
635,Internet,146,20,6,47,47,4700,0
636,MPLS_1,91,12,1.14,54,92,27000,5000
636,MPLS_0,65,9,0.77,20,38,12000,6000
636,Internet,159,18,3,33,33,3300,0
637,MPLS_0,74,12,0.42,3,5,1500,3500
637,MPLS_2,129,12,2.08,12,23,6000,4000
637,Internet,219,20,5,13,13,1300,0
638,MPLS_0,133,12,0.93,24,45,12000,2500
638,MPLS_2,84,11,0.71,4,7,2000,3500
638,MPLS_1,78,7,0.61,4,7,3200,2400
638,Internet,215,14,2,17,17,1700,0
639,MPLS_1,64,7,0.77,9,13,7200,6400
639,MPLS_0,119,15,0.83,19,29,11400,3600
639,Internet,212,20,9,21,21,2100,0
640,MPLS_0,108,12,1.35,42,78,29400,2800
640,MPLS_1,88,13,0.49,9,14,4500,5000
640,MPLS_2,61,7,0.6,10,19,7000,5600
640,Internet,168,17,7,37,37,3700,0
641,MPLS_2,63,12,0.48,7,12,4900,2100
641,Internet,212,12,3,4,4,400,0
642,MPLS_1,111,15,0.83,47,86,28200,4200
642,MPLS_0,65,10,0.68,19,29,9500,4000
642,Internet,191,19,1,37,37,3700,0
643,MPLS_1,127,12,0.81,40,62,32000,6400
643,MPLS_0,75,9,0.51,18,33,9000,3000
643,Internet,199,14,2,47,47,4700,0
644,MPLS_1,87,10,0.74,16,26,9600,4200
644,MPLS_2,140,13,1,70,105,42000,3000
644,MPLS_0,63,7,0.48,14,26,9800,5600
644,Internet,212,12,5,75,75,7500,0
645,MPLS_1,97,16,0.97,179,300,107400,2400
645,MPLS_2,86,8,0.62,60,110,36000,1800
645,Internet,149,19,8,188,188,18800,0
646,MPLS_1,142,16,1.09,68,127,54400,3200
646,MPLS_2,66,13,0.56,29,44,23200,4000
646,Internet,213,19,7,61,61,6100,0
647,MPLS_0,115,15,0.96,9,15,7200,2400
647,MPLS_2,89,8,0.76,4,6,3200,3200
647,Internet,151,18,5,8,8,800,0
648,MPLS_1,85,7,0.49,63,124,50400,8000
648,Internet,180,14,4,30,30,3000,0
649,MPLS_1,93,12,2.01,98,152,68600,2800
649,MPLS_0,69,8,0.41,37,56,29600,2400
649,Internet,163,17,8,99,99,9900,0
650,MPLS_2,85,11,0.63,14,25,11200,4000
650,MPLS_0,90,13,1.51,48,74,38400,8000
650,MPLS_1,71,12,0.68,11,17,8800,4800
650,Internet,141,16,1,54,54,5400,0
651,MPLS_0,86,7,0.76,49,79,29400,5400
651,MPLS_2,64,9,0.6,35,62,28000,2400
651,MPLS_1,108,14,1.59,167,300,100200,6000
651,Internet,165,17,10,178,178,17800,0
652,MPLS_2,89,14,0.98,13,20,9100,6300
652,MPLS_1,71,7,0.74,6,10,4800,8000
652,Internet,153,18,10,7,7,700,0
653,MPLS_0,73,9,0.68,15,22,10500,5600
653,MPLS_2,100,12,1.65,93,156,74400,7200
653,MPLS_1,68,13,0.59,16,24,12800,5600
653,Internet,193,19,2,59,59,5900,0
654,MPLS_1,83,12,0.53,34,59,20400,4800
654,MPLS_0,122,13,1.68,82,137,49200,3600
654,Internet,201,13,2,60,60,6000,0
655,MPLS_1,138,15,1.58,451,828,270600,1800
655,MPLS_0,82,8,0.52,99,188,79200,3200
655,MPLS_2,74,9,0.45,114,171,79800,6300
655,Internet,146,14,2,375,375,37500,0
656,MPLS_2,61,13,0.79,115,222,69000,5400
656,MPLS_1,98,12,2.07,266,525,133000,4000
656,Internet,194,20,1,269,269,26900,0
657,MPLS_0,117,13,1.81,56,88,39200,4900
657,MPLS_2,61,13,0.62,12,22,8400,2100
657,MPLS_1,69,13,0.61,9,13,5400,3600
657,Internet,177,13,6,36,36,3600,0
658,MPLS_2,63,8,0.44,22,35,15400,5600
658,Internet,174,17,1,18,18,1800,0
659,MPLS_0,81,11,0.47,8,12,6400,8000
659,MPLS_1,80,12,1.39,15,26,7500,4500
659,Internet,144,12,7,11,11,1100,0
660,MPLS_2,62,12,0.48,143,252,71500,5000
660,Internet,168,18,8,82,82,8200,0
661,MPLS_2,82,16,1.55,22,36,15400,7000
661,MPLS_1,85,10,0.44,9,15,5400,5400
661,Internet,152,16,10,16,16,1600,0
662,MPLS_2,60,11,0.74,4,7,2800,2800
662,MPLS_0,66,13,0.49,4,6,2000,4000
662,MPLS_1,139,12,2.01,22,37,13200,4800
662,Internet,156,13,5,13,13,1300,0
663,MPLS_1,77,11,0.61,10,16,8000,3200
663,Internet,192,19,6,7,7,700,0
664,MPLS_0,83,12,1.94,78,120,39000,2500
664,MPLS_1,80,10,0.52,28,48,19600,4900
664,Internet,169,15,6,65,65,6500,0
665,MPLS_1,76,7,0.6,6,11,4800,4800
665,MPLS_2,81,14,1.83,46,70,27600,5400
665,MPLS_0,78,13,0.67,7,12,5600,6400
665,Internet,204,19,2,26,26,2600,0
666,MPLS_1,74,10,0.59,12,18,7200,6000
666,MPLS_2,91,12,1.34,36,57,25200,3500
666,Internet,173,15,10,23,23,2300,0
667,MPLS_2,83,12,0.47,36,70,21600,1800
667,MPLS_0,101,13,1.76,95,158,47500,2000
667,Internet,164,15,1,81,81,8100,0
668,MPLS_1,78,12,0.43,40,61,20000,5000
668,MPLS_0,106,12,1.55,167,314,133600,7200
668,MPLS_2,80,9,0.77,36,60,25200,7000
668,Internet,191,15,1,206,206,20600,0
669,MPLS_2,73,9,0.53,43,71,21500,2500
669,MPLS_1,132,12,1.55,173,286,138400,6400
669,MPLS_0,76,8,0.73,30,53,21000,3500
669,Internet,148,19,9,107,107,10700,0
670,MPLS_2,114,13,1.47,44,74,35200,4800
670,MPLS_0,65,13,0.69,22,38,15400,6300
670,Internet,142,17,2,28,28,2800,0
671,MPLS_2,83,13,0.63,19,32,11400,4800
671,MPLS_0,74,8,0.73,18,30,12600,7000
671,MPLS_1,145,16,0.84,86,150,51600,4200
671,Internet,148,13,1,80,80,8000,0
672,MPLS_0,63,9,0.46,224,415,179200,7200
672,Internet,182,13,4,202,202,20200,0
673,MPLS_1,80,13,0.61,2,3,1600,4000
673,MPLS_0,86,11,0.54,3,5,2400,5600
673,MPLS_2,104,16,1.9,13,19,7800,3600
673,Internet,191,15,10,8,8,800,0
674,MPLS_0,85,16,0.9,93,175,74400,4800
674,MPLS_1,86,10,0.54,18,29,9000,2000
674,MPLS_2,87,11,0.77,16,31,12800,6400
674,Internet,146,19,5,61,61,6100,0
675,MPLS_0,71,12,0.59,130,210,65000,4500
675,MPLS_2,72,11,0.69,107,189,85600,7200
675,MPLS_1,132,13,1.77,474,794,331800,7000
675,Internet,183,18,9,485,485,48500,0
676,MPLS_0,71,9,0.66,26,50,15600,1800
676,MPLS_1,127,12,1.52,57,87,28500,2000
676,Internet,193,15,9,54,54,5400,0
677,MPLS_1,92,15,1.28,19,31,9500,4000
677,MPLS_0,82,10,0.63,7,11,4900,6300
677,Internet,213,12,8,14,14,1400,0
678,MPLS_0,60,7,0.51,88,156,61600,5600
678,MPLS_2,94,12,1.52,173,302,121100,4900
678,Internet,141,13,4,178,178,17800,0
679,MPLS_2,60,12,0.61,1,1,600,2400
679,MPLS_0,106,13,2.01,4,6,2800,5600
679,Internet,209,20,2,4,4,400,0
680,MPLS_1,104,16,1.93,75,124,60000,3200
680,MPLS_2,85,8,0.41,29,44,20300,3500
680,Internet,164,13,5,74,74,7400,0
681,MPLS_0,75,12,0.76,21,33,16800,4800
681,MPLS_2,133,15,0.87,110,174,66000,2400
681,MPLS_1,88,13,0.63,25,38,20000,2400
681,Internet,152,19,3,63,63,6300,0
682,MPLS_1,73,12,0.58,166,325,99600,3000
682,Internet,158,13,1,71,71,7100,0
683,MPLS_0,83,8,0.48,2,3,1000,4500
683,MPLS_1,61,9,0.74,3,5,2400,8000
683,MPLS_2,114,15,0.85,11,18,7700,4900
683,Internet,168,20,10,11,11,1100,0
684,MPLS_2,88,8,0.76,63,109,37800,5400
684,MPLS_0,146,15,0.99,211,342,168800,4800
684,Internet,220,16,1,125,125,12500,0
685,MPLS_0,60,13,0.55,73,128,51100,4200
685,MPLS_2,149,16,1.55,162,253,81000,2000
685,Internet,173,16,9,165,165,16500,0
686,MPLS_0,151,12,1.51,177,276,106200,5400
686,MPLS_1,70,9,0.54,84,162,67200,6400
686,Internet,178,17,9,137,137,13700,0
687,MPLS_1,71,10,0.69,9,13,5400,3600
687,Internet,219,18,10,5,5,500,0
688,MPLS_0,126,14,1.67,28,54,16800,6000
688,MPLS_2,72,12,0.52,9,17,6300,7000
688,Internet,142,14,7,23,23,2300,0
689,MPLS_2,83,11,0.56,11,17,7700,6300
689,MPLS_1,115,15,1.03,51,92,35700,4900
689,MPLS_0,67,7,0.62,8,12,5600,4900
689,Internet,197,18,1,53,53,5300,0
690,MPLS_2,75,7,0.68,8,12,4000,4000
690,MPLS_1,115,15,1.88,18,30,10800,1800
690,Internet,212,18,10,21,21,2100,0
691,MPLS_0,75,8,0.65,15,27,7500,4500
691,MPLS_2,79,12,0.47,17,27,10200,1800
691,MPLS_1,85,16,1.74,66,123,33000,2500
691,Internet,148,12,1,63,63,6300,0
692,MPLS_0,74,7,0.7,4,7,3200,8000
692,MPLS_1,99,14,1.08,25,43,15000,5400
692,MPLS_2,75,9,0.68,5,7,3500,5600
692,Internet,166,16,4,28,28,2800,0
693,MPLS_0,87,7,0.73,14,26,7000,5000
693,MPLS_1,130,12,1.35,43,77,34400,4000
693,Internet,166,19,5,23,23,2300,0
694,MPLS_1,64,11,0.43,8,14,6400,3200
