LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost_unit
1489,465,MPLS_2,82,7,0.74,8,12,4800,1800
1490,465,MPLS_0,119,13,1.29,26,47,20800,5600
1491,465,Internet,156,13,1.0,35,35,3500,0
1492,466,MPLS_2,147,12,1.91,37,73,29600,3200
1493,466,MPLS_1,71,9,0.75,19,34,15200,2400
1494,466,Internet,208,20,2.0,36,36,3600,0
1495,467,MPLS_1,96,15,1.55,22,34,17600,7200
1496,467,MPLS_0,80,13,0.41,5,8,3000,4800
1497,467,MPLS_2,80,8,0.66,5,9,3500,3500
1498,467,Internet,178,17,4.0,25,25,2500,0
1499,468,MPLS_0,108,16,1.6,29,57,23200,6400
1500,468,MPLS_2,85,13,0.77,11,19,5500,1500
1501,468,Internet,216,13,10.0,29,29,2900,0
1502,469,MPLS_1,89,16,1.98,135,263,81000,3600
1503,469,MPLS_2,78,12,0.42,69,103,48300,5600
1504,469,Internet,191,14,3.0,112,112,11200,0
1505,470,MPLS_0,97,16,1.14,278,457,166800,3600
1506,470,MPLS_1,69,8,0.75,133,213,106400,4800
1507,470,Internet,172,16,8.0,203,203,20300,0
1508,471,MPLS_1,82,10,0.51,132,261,105600,6400
1509,471,Internet,151,18,10.0,60,60,6000,0
1510,472,MPLS_2,80,13,0.75,112,187,89600,3200
1511,472,MPLS_0,139,16,2.0,254,404,127000,4500
1512,472,Internet,194,12,8.0,205,205,20500,0
1513,473,MPLS_1,89,15,1.85,34,57,17000,4500
1514,473,MPLS_2,88,13,0.51,11,20,8800,8000
1515,473,Internet,195,15,5.0,16,16,1600,0
1516,474,MPLS_2,89,16,1.37,32,50,22400,4200
1517,474,MPLS_1,67,12,0.7,7,11,4200,1800
1518,474,MPLS_0,65,10,0.63,6,9,3600,4800
1519,474,Internet,149,19,5.0,28,28,2800,0
1520,475,MPLS_2,83,13,0.76,21,39,12600,4200
1521,475,MPLS_0,120,12,1.99,38,69,26600,6300
1522,475,Internet,219,17,9.0,38,38,3800,0
1523,476,MPLS_1,80,7,0.55,173,339,103800,4200
1524,476,Internet,218,17,10.0,81,81,8100,0
1525,477,MPLS_0,83,10,0.6,3,4,1800,6000
1526,477,MPLS_1,139,12,1.73,7,12,3500,1500
1527,477,Internet,151,20,10.0,8,8,800,0
1528,478,MPLS_0,67,13,0.64,5,9,2500,4500
1529,478,MPLS_2,94,13,1.05,19,30,9500,2500
1530,478,MPLS_1,68,11,0.43,4,6,3200,6400
1531,478,Internet,154,19,10.0,13,13,1300,0
1532,479,MPLS_1,124,13,1.82,41,64,32800,6400
1533,479,MPLS_2,86,7,0.71,20,37,10000,2000
1534,479,Internet,168,16,3.0,27,27,2700,0
1535,480,MPLS_1,83,16,2.03,23,44,18400,5600
1536,480,MPLS_0,72,10,0.66,10,16,6000,2400
1537,480,Internet,215,19,6.0,20,20,2000,0
1538,481,MPLS_1,66,11,0.6,43,70,30100,4900
1539,481,MPLS_0,99,15,0.86,101,181,60600,6000
1540,481,Internet,182,13,6.0,70,70,7000,0
1541,482,MPLS_0,123,14,1.41,44,84,26400,2400
1542,482,MPLS_1,62,7,0.76,24,44,12000,5000
1543,482,Internet,201,16,1.0,49,49,4900,0
1544,483,MPLS_2,84,11,0.41,4,7,2400,3600
1545,483,MPLS_1,128,13,1.84,29,43,23200,4000
1546,483,MPLS_0,83,8,0.68,6,9,3600,3000
1547,483,Internet,148,12,6.0,28,28,2800,0
1548,484,MPLS_0,81,8,0.61,120,187,84000,4200
1549,484,MPLS_1,101,13,1.12,297,524,207900,6300
1550,484,Internet,151,12,3.0,261,261,26100,0
1551,485,MPLS_0,86,12,0.94,17,27,8500,3500
1552,485,MPLS_2,64,12,0.77,8,12,5600,2800
1553,485,Internet,198,19,9.0,16,16,1600,0
1554,486,MPLS_2,95,14,1.32,36,54,28800,7200
1555,486,MPLS_1,60,9,0.66,14,22,11200,8000
1556,486,Internet,205,19,1.0,44,44,4400,0
1557,487,MPLS_1,123,12,1.21,165,261,115500,7000
1558,487,MPLS_0,67,12,0.69,65,101,32500,1500
1559,487,Internet,166,17,1.0,143,143,14300,0
1560,488,MPLS_1,73,13,0.73,9,14,5400,4200
1561,488,MPLS_2,63,13,0.7,12,22,6000,5000
1562,488,MPLS_0,131,12,1.31,42,81,25200,3600
1563,488,Internet,154,13,5.0,49,49,4900,0
1564,489,MPLS_2,109,15,1.23,26,49,13000,2500
1565,489,MPLS_0,70,9,0.73,5,8,2500,5000
1566,489,MPLS_1,77,9,0.43,6,11,3000,5000
1567,489,Internet,193,12,6.0,29,29,2900,0
1568,490,MPLS_0,76,7,0.49,5,9,2500,5000
1569,490,MPLS_2,123,16,0.87,27,49,16200,3000
1570,490,MPLS_1,62,7,0.78,6,9,3600,3000
1571,490,Internet,178,20,1.0,24,24,2400,0
1572,491,MPLS_1,61,7,0.62,167,269,83500,4000
1573,491,MPLS_2,112,16,1.58,502,773,301200,6000
1574,491,Internet,170,20,10.0,399,399,39900,0
1575,492,MPLS_0,87,11,0.57,28,45,14000,2500
1576,492,MPLS_1,127,13,1.32,74,124,59200,2400
1577,492,Internet,184,16,10.0,51,51,5100,0
1578,493,MPLS_1,82,12,0.81,115,204,80500,2100
1579,493,MPLS_0,65,8,0.75,32,59,22400,2800
1580,493,Internet,188,15,6.0,105,105,10500,0
1581,494,MPLS_0,91,15,1.57,69,117,34500,5000
1582,494,MPLS_2,82,8,0.58,37,62,29600,6400
1583,494,Internet,218,17,4.0,80,80,8000,0
1584,495,MPLS_2,72,9,0.6,6,11,4200,7000
1585,495,MPLS_1,85,12,1.11,10,16,5000,5000
1586,495,Internet,211,14,2.0,9,9,900,0
1587,496,MPLS_2,89,7,0.47,13,23,10400,4800
1588,496,MPLS_1,108,16,1.14,35,57,28000,6400
1589,496,Internet,206,13,2.0,31,31,3100,0
1590,497,MPLS_1,82,8,0.62,17,32,8500,4000
1591,497,MPLS_0,96,15,1.62,58,110,29000,5000
1592,497,Internet,164,19,6.0,30,30,3000,0
1593,498,MPLS_1,63,13,0.58,11,19,8800,2400
1594,498,MPLS_2,98,14,1.96,75,124,45000,2400
1595,498,MPLS_0,77,7,0.75,13,23,6500,3000
1596,498,Internet,192,13,4.0,77,77,7700,0
1597,499,MPLS_2,87,12,0.53,6,9,4800,2400
1598,499,MPLS_0,76,7,0.75,8,12,6400,8000
1599,499,MPLS_1,102,14,1.94,34,56,27200,5600
1600,499,Internet,175,13,4.0,33,33,3300,0
1601,500,MPLS_2,66,12,0.6,33,58,26400,7200
1602,500,MPLS_0,94,13,1.78,84,132,58800,3500
1603,500,Internet,164,19,1.0,71,71,7100,0
1604,501,MPLS_0,71,8,0.72,9,16,7200,2400
1605,501,MPLS_2,141,13,1.58,24,46,14400,4200
1606,501,Internet,146,20,9.0,27,27,2700,0
1607,502,MPLS_2,118,16,1.64,16,25,11200,5600
1608,502,MPLS_0,60,12,0.44,5,9,3500,4200
1609,502,Internet,170,17,4.0,15,15,1500,0
1610,503,MPLS_1,142,14,1.91,331,661,231700,4900
1611,503,MPLS_2,78,11,0.48,134,205,93800,7000
1612,503,Internet,217,20,7.0,311,311,31100,0
1613,504,MPLS_2,70,7,0.72,36,66,21600,6000
1614,504,Internet,156,13,5.0,21,21,2100,0
1615,505,MPLS_0,137,14,1.94,45,81,36000,4000
1616,505,MPLS_2,68,12,0.41,8,15,5600,7000
1617,505,MPLS_1,85,12,0.6,9,17,5400,3600
1618,505,Internet,173,17,1.0,27,27,2700,0
1619,506,MPLS_0,147,14,0.9,47,88,23500,2500
1620,506,MPLS_2,67,13,0.78,21,41,12600,3000
1621,506,Internet,195,15,1.0,37,37,3700,0
1622,507,MPLS_2,148,12,1.28,12,20,8400,5600
1623,507,MPLS_1,60,12,0.75,3,5,2400,6400
1624,507,Internet,143,19,10.0,14,14,1400,0
1625,508,MPLS_0,72,7,0.64,31,56,24800,4000
1626,508,MPLS_1,129,12,1.81,103,175,61800,3000
1627,508,MPLS_2,65,12,0.73,28,44,22400,3200
1628,508,Internet,143,20,6.0,144,144,14400,0
1629,509,MPLS_1,80,12,1.49,41,64,28700,2800
1630,509,MPLS_2,75,12,0.59,16,26,8000,4500
1631,509,Internet,191,20,9.0,39,39,3900,0
1632,510,MPLS_0,65,9,0.6,261,519,182700,3500
1633,510,Internet,195,14,3.0,218,218,21800,0
1634,511,MPLS_1,64,12,0.56,1,1,700,5600
1635,511,MPLS_2,85,13,2.01,4,6,3200,2400
1636,511,Internet,178,13,9.0,4,4,400,0
1637,512,MPLS_2,89,9,0.56,7,13,4200,4800
1638,512,MPLS_0,74,13,0.46,8,15,4000,3500
1639,512,MPLS_1,115,16,1.72,33,61,23100,4200
1640,512,Internet,190,12,5.0,37,37,3700,0
1641,513,MPLS_2,140,13,1.53,28,45,14000,4500
1642,513,MPLS_1,67,13,0.48,5,7,4000,2400
1643,513,MPLS_0,86,10,0.44,6,11,4200,5600
1644,513,Internet,159,13,1.0,18,18,1800,0
1645,514,MPLS_1,143,16,1.21,37,73,22200,4800
1646,514,MPLS_0,61,12,0.71,8,15,6400,8000
1647,514,MPLS_2,63,13,0.72,10,15,7000,2100
1648,514,Internet,216,12,6.0,30,30,3000,0
1649,515,MPLS_0,63,8,0.54,3,5,1500,3000
1650,515,MPLS_2,126,15,1.49,9,17,5400,4800
1651,515,Internet,184,14,8.0,7,7,700,0
1652,516,MPLS_0,88,11,0.72,4,6,3200,4800
1653,516,MPLS_2,83,12,1.34,10,16,6000,2400
1654,516,Internet,162,13,1.0,12,12,1200,0
1655,517,MPLS_1,141,15,1.01,43,68,25800,4200
1656,517,MPLS_2,89,10,0.49,15,25,10500,3500
1657,517,Internet,188,13,6.0,38,38,3800,0
1658,518,MPLS_0,66,9,0.62,38,75,22800,4800
1659,518,Internet,152,14,3.0,25,25,2500,0
1660,519,MPLS_0,141,12,0.94,24,46,12000,2500
1661,519,MPLS_1,81,8,0.51,7,12,4200,1800
1662,519,Internet,205,19,6.0,25,25,2500,0
1663,520,MPLS_1,140,14,1.15,77,128,38500,2000
1664,520,MPLS_2,63,11,0.51,17,30,11900,2100
1665,520,MPLS_0,86,9,0.53,16,26,12800,2400
1666,520,Internet,190,13,8.0,64,64,6400,0
1667,521,MPLS_1,89,8,0.53,6,10,4800,5600
1668,521,MPLS_0,140,12,1.37,36,56,25200,3500
1669,521,MPLS_2,75,11,0.56,5,9,4000,6400
1670,521,Internet,199,13,9.0,23,23,2300,0
1671,522,MPLS_2,60,12,0.64,5,9,3500,3500
1672,522,MPLS_0,69,9,0.48,5,9,3500,2800
1673,522,MPLS_1,89,16,1.71,26,44,13000,3000
1674,522,Internet,147,20,4.0,20,20,2000,0
1675,523,MPLS_1,83,8,0.62,28,53,22400,2400
1676,523,MPLS_0,137,16,1.41,62,104,37200,6000
1677,523,Internet,220,17,1.0,57,57,5700,0
1678,524,MPLS_2,65,11,0.7,150,284,105000,2800
1679,524,MPLS_0,112,14,1.14,293,449,175800,4800
1680,524,Internet,190,15,6.0,301,301,30100,0
1681,525,MPLS_0,83,12,0.78,7,10,3500,2000
1682,525,MPLS_2,141,16,1.54,50,88,25000,4000
1683,525,MPLS_1,81,12,0.42,6,10,4800,7200
1684,525,Internet,200,17,10.0,44,44,4400,0
1685,526,MPLS_2,64,13,0.57,30,50,24000,8000
1686,526,MPLS_0,138,15,1.98,85,128,42500,4000
1687,526,Internet,186,14,10.0,79,79,7900,0
1688,527,MPLS_1,148,15,1.5,17,33,10200,3600
1689,527,MPLS_0,60,7,0.68,8,15,4800,5400
1690,527,Internet,169,16,10.0,22,22,2200,0
1691,528,MPLS_0,62,12,0.67,11,16,8800,2400
1692,528,MPLS_2,125,16,1.25,57,86,45600,7200
1693,528,MPLS_1,78,12,0.67,9,17,6300,6300
1694,528,Internet,175,13,3.0,53,53,5300,0
1695,529,MPLS_0,81,9,0.74,47,83,37600,6400
1696,529,MPLS_2,102,13,0.91,113,184,67800,5400
1697,529,Internet,185,15,5.0,79,79,7900,0
1698,530,MPLS_0,62,9,0.68,7,13,3500,2000
1699,530,MPLS_1,100,12,1.48,12,21,8400,3500
1700,530,Internet,192,18,4.0,11,11,1100,0
1701,531,MPLS_0,86,8,0.64,5,9,3500,2100
1702,531,MPLS_1,66,9,0.78,5,8,3000,4800
1703,531,MPLS_2,105,13,1.61,31,46,15500,3000
1704,531,Internet,201,18,8.0,32,32,3200,0
1705,532,MPLS_0,96,15,2.0,48,93,28800,1800
1706,532,MPLS_2,63,7,0.52,18,34,10800,1800
1707,532,Internet,174,13,8.0,25,25,2500,0
1708,533,MPLS_2,62,13,0.57,13,23,6500,1500
1709,533,MPLS_0,64,9,0.62,11,19,6600,4800
1710,533,MPLS_1,137,14,1.74,56,94,28000,4000
1711,533,Internet,154,12,7.0,32,32,3200,0
1712,534,MPLS_1,138,14,1.62,264,416,132000,5000
1713,534,MPLS_2,82,11,0.62,97,173,67900,7000
1714,534,Internet,179,15,3.0,169,169,16900,0
1715,535,MPLS_1,74,9,0.77,14,21,7000,3000
1716,535,MPLS_0,87,11,0.57,13,21,9100,4200
1717,535,MPLS_2,109,16,0.89,77,138,38500,3500
1718,535,Internet,154,15,1.0,62,62,6200,0
1719,536,MPLS_2,66,7,0.67,21,37,14700,5600
1720,536,MPLS_1,141,15,1.24,50,96,35000,7000
1721,536,Internet,165,14,10.0,51,51,5100,0
1722,537,MPLS_1,73,11,0.42,16,27,8000,4500
1723,537,MPLS_0,81,11,0.43,14,27,11200,4800
1724,537,MPLS_2,95,12,2.02,56,101,39200,3500
1725,537,Internet,173,20,9.0,52,52,5200,0
1726,538,MPLS_0,95,13,0.94,85,146,42500,2000
1727,538,MPLS_1,85,7,0.79,30,53,18000,6000
1728,538,Internet,204,15,3.0,44,44,4400,0
1729,539,MPLS_1,111,16,1.78,25,43,12500,3000
1730,539,MPLS_2,86,12,0.51,11,16,5500,2500
1731,539,Internet,193,20,5.0,26,26,2600,0
1732,540,MPLS_1,60,11,0.68,61,95,30500,3000
1733,540,MPLS_2,66,8,0.43,65,98,39000,5400
1734,540,MPLS_0,96,15,1.56,245,457,171500,5600
1735,540,Internet,218,15,3.0,169,169,16900,0
1736,541,MPLS_1,91,12,1.33,8,15,6400,5600
1737,541,MPLS_0,68,11,0.47,3,5,2100,7000
1738,541,Internet,177,18,2.0,8,8,800,0
1739,542,MPLS_1,92,15,1.57,3,4,2400,4800
1740,542,MPLS_2,69,10,0.75,1,1,600,5400
1741,542,Internet,213,18,9.0,3,3,300,0
1742,543,MPLS_2,99,12,1.29,296,508,207200,6300
1743,543,MPLS_0,71,7,0.59,106,192,63600,6000
1744,543,Internet,160,20,5.0,182,182,18200,0
1745,544,MPLS_2,61,12,0.41,28,54,16800,4800
1746,544,MPLS_1,80,15,1.49,75,142,52500,6300
1747,544,Internet,145,12,9.0,43,43,4300,0
1748,545,MPLS_0,103,16,1.13,12,18,8400,4900
1749,545,MPLS_1,64,7,0.71,4,7,2000,1500
1750,545,Internet,211,18,7.0,12,12,1200,0
1751,546,MPLS_1,61,8,0.78,46,90,23000,1500
1752,546,MPLS_2,96,13,2.01,123,239,61500,5000
1753,546,Internet,145,14,9.0,107,107,10700,0
1754,547,MPLS_2,74,9,0.61,16,24,9600,5400
1755,547,MPLS_1,105,14,2.0,47,90,32900,6300
1756,547,Internet,157,14,9.0,32,32,3200,0
1757,548,MPLS_2,97,16,1.26,26,51,18200,4200
1758,548,MPLS_0,88,7,0.62,8,14,4000,4500
1759,548,Internet,194,19,2.0,21,21,2100,0
1760,549,MPLS_1,66,9,0.75,44,81,30800,6300
1761,549,MPLS_2,90,16,0.82,270,480,189000,2800
1762,549,MPLS_0,65,12,0.79,37,57,25900,7000
1763,549,Internet,175,15,4.0,199,199,19900,0
1764,550,MPLS_1,97,15,1.1,35,67,24500,4900
1765,550,MPLS_0,65,10,0.76,14,24,11200,3200
1766,550,Internet,186,18,6.0,18,18,1800,0
1767,551,MPLS_2,73,12,0.69,10,15,7000,2100
1768,551,MPLS_0,144,16,1.85,28,55,22400,8000
1769,551,Internet,209,14,9.0,17,17,1700,0
1770,552,MPLS_2,71,8,0.69,109,214,76300,2800
1771,552,MPLS_0,109,16,1.89,227,399,158900,2100
1772,552,Internet,141,13,6.0,176,176,17600,0
1773,553,MPLS_0,146,13,1.31,34,64,17000,4000
1774,553,MPLS_1,83,11,0.75,6,9,3600,3000
1775,553,MPLS_2,84,8,0.61,7,11,4900,5600
1776,553,Internet,195,20,8.0,31,31,3100,0
1777,554,MPLS_1,84,10,0.58,23,44,11500,3000
1778,554,MPLS_2,108,15,1.63,52,89,36400,2800
1779,554,Internet,200,18,8.0,48,48,4800,0
1780,555,MPLS_2,62,12,0.45,35,53,21000,6000
1781,555,Internet,141,20,8.0,21,21,2100,0
1782,556,MPLS_1,75,7,0.57,15,27,9000,6000
1783,556,MPLS_0,127,15,1.59,35,63,28000,4000
1784,556,Internet,218,17,9.0,42,42,4200,0
1785,557,MPLS_1,91,14,1.43,11,19,8800,8000
1786,557,MPLS_0,83,13,0.58,2,3,1600,3200
1787,557,MPLS_2,87,13,0.59,2,3,1200,3000
1788,557,Internet,143,12,8.0,10,10,1000,0
1789,558,MPLS_0,71,10,0.54,10,16,6000,5400
1790,558,MPLS_1,68,13,0.61,10,18,5000,3000
1791,558,MPLS_2,136,16,0.85,45,74,22500,5000
1792,558,Internet,218,19,6.0,42,42,4200,0
1793,559,MPLS_0,64,10,0.5,5,8,3000,3600
1794,559,MPLS_2,104,12,1.54,16,25,11200,3500
1795,559,Internet,198,16,2.0,13,13,1300,0
1796,560,MPLS_1,77,10,0.63,12,23,9600,2400
1797,560,MPLS_2,71,7,0.57,11,18,5500,2500
1798,560,MPLS_0,151,15,1.62,70,106,49000,4200
1799,560,Internet,219,18,3.0,72,72,7200,0
1800,561,MPLS_2,80,15,1.21,40,72,24000,3000
1801,561,MPLS_1,82,13,0.53,16,28,11200,4900
1802,561,Internet,189,14,6.0,33,33,3300,0
1803,562,MPLS_2,112,16,2.08,62,95,37200,6000
1804,562,MPLS_1,77,11,0.63,10,15,6000,1800
1805,562,MPLS_0,72,10,0.7,9,15,5400,4200
1806,562,Internet,162,17,3.0,30,30,3000,0
1807,563,MPLS_2,68,12,0.59,45,88,31500,4200
1808,563,Internet,218,13,3.0,19,19,1900,0
1809,564,MPLS_1,125,16,1.87,28,50,16800,4800
1810,564,MPLS_0,64,8,0.77,5,9,4000,6400
1811,564,MPLS_2,87,10,0.63,5,8,2500,2500
1812,564,Internet,171,14,8.0,21,21,2100,0
1813,565,MPLS_0,85,13,0.62,5,7,2500,1500
1814,565,MPLS_2,97,16,1.82,13,20,6500,3500
1815,565,Internet,201,15,4.0,6,6,600,0
1816,566,MPLS_1,73,13,0.53,15,24,12000,4000
1817,566,MPLS_0,123,12,0.86,43,73,34400,4800
1818,566,Internet,171,13,6.0,32,32,3200,0
1819,567,MPLS_0,142,15,0.94,214,410,128400,4200
1820,567,MPLS_2,86,8,0.63,48,73,33600,2100
1821,567,MPLS_1,78,10,0.72,46,70,32200,6300
1822,567,Internet,146,14,7.0,202,202,20200,0
1823,568,MPLS_2,85,9,0.7,2,3,1000,2500
1824,568,MPLS_0,105,13,1.65,6,10,4800,3200
1825,568,Internet,188,17,3.0,3,3,300,0
1826,569,MPLS_0,79,13,0.66,28,52,19600,3500
1827,569,MPLS_1,125,12,1.77,65,124,45500,2100
1828,569,Internet,210,16,6.0,56,56,5600,0
1829,570,MPLS_2,84,15,1.85,80,131,40000,3500
1830,570,MPLS_0,79,8,0.62,22,40,15400,6300
1831,570,MPLS_1,79,10,0.55,22,34,17600,8000
1832,570,Internet,179,17,3.0,59,59,5900,0
1833,571,MPLS_1,106,15,1.98,132,215,79200,3600
1834,571,MPLS_2,88,12,0.46,40,71,20000,2000
1835,571,Internet,203,17,10.0,68,68,6800,0
1836,572,MPLS_2,137,16,1.62,8,14,6400,6400
1837,572,MPLS_0,85,11,0.53,3,5,1800,3600
1838,572,Internet,202,16,8.0,4,4,400,0
1839,573,MPLS_2,88,10,0.53,23,36,13800,4800
1840,573,MPLS_0,140,13,2.04,61,104,42700,6300
1841,573,Internet,158,17,6.0,31,31,3100,0
1842,574,MPLS_0,91,14,1.91,41,77,24600,4200
1843,574,MPLS_2,60,9,0.68,17,30,11900,6300
1844,574,Internet,206,17,9.0,43,43,4300,0
1845,575,MPLS_0,82,9,0.71,12,20,6000,1500
1846,575,MPLS_2,60,13,0.71,9,13,5400,6000
1847,575,MPLS_1,147,14,0.92,51,80,35700,6300
1848,575,Internet,197,20,7.0,46,46,4600,0
1849,576,MPLS_2,94,13,1.32,19,32,13300,4200
1850,576,MPLS_0,69,8,0.64,4,7,2000,4000
1851,576,MPLS_1,67,12,0.68,4,7,3200,6400
1852,576,Internet,191,14,9.0,21,21,2100,0
1853,577,MPLS_0,88,7,0.67,3,5,2400,4800
1854,577,MPLS_1,80,15,1.32,9,14,7200,4800
1855,577,Internet,220,16,10.0,9,9,900,0
1856,578,MPLS_2,96,16,1.96,80,148,40000,2000
1857,578,MPLS_0,86,13,0.66,27,52,18900,5600
1858,578,Internet,191,12,9.0,39,39,3900,0
1859,579,MPLS_0,136,13,2.08,73,145,58400,6400
1860,579,MPLS_1,77,12,0.52,19,35,15200,8000
1861,579,MPLS_2,75,13,0.53,21,37,12600,3600
1862,579,Internet,213,15,9.0,63,63,6300,0
1863,580,MPLS_0,64,9,0.48,153,297,76500,1500
1864,580,Internet,199,15,3.0,84,84,8400,0
1865,581,MPLS_2,137,15,1.66,49,77,29400,3000
1866,581,MPLS_1,79,9,0.48,21,31,12600,6000
1867,581,Internet,196,18,3.0,47,47,4700,0
1868,582,MPLS_2,60,10,0.75,47,79,28200,6000
1869,582,MPLS_1,129,14,1.61,140,235,70000,2000
1870,582,Internet,188,15,4.0,144,144,14400,0
1871,583,MPLS_1,91,12,1.93,11,18,8800,2400
1872,583,MPLS_2,88,13,0.47,3,5,1800,2400
1873,583,Internet,204,18,10.0,11,11,1100,0
1874,584,MPLS_2,84,13,0.7,14,21,11200,8000
1875,584,MPLS_1,62,10,0.74,17,28,13600,6400
1876,584,MPLS_0,133,12,1.2,83,152,49800,5400
1877,584,Internet,145,15,2.0,56,56,5600,0
1878,585,MPLS_1,80,12,0.59,17,32,8500,2000
1879,585,MPLS_0,80,14,1.68,67,126,33500,5000
1880,585,Internet,199,19,3.0,49,49,4900,0
1881,586,MPLS_0,112,16,1.18,16,26,12800,5600
1882,586,MPLS_2,75,9,0.56,4,7,2000,4000
1883,586,Internet,151,16,6.0,9,9,900,0
1884,587,MPLS_0,151,14,1.66,49,87,29400,3600
1885,587,MPLS_2,85,9,0.64,31,56,18600,4800
1886,587,Internet,167,17,3.0,61,61,6100,0
1887,588,MPLS_0,112,13,1.81,29,53,20300,5600
1888,588,MPLS_2,70,12,0.53,9,15,4500,3000
1889,588,Internet,146,16,3.0,17,17,1700,0
1890,589,MPLS_1,77,12,0.6,10,18,7000,3500
1891,589,MPLS_2,104,14,1.33,25,41,15000,2400
1892,589,Internet,180,20,2.0,21,21,2100,0
1893,590,MPLS_0,119,12,1.67,41,64,28700,4900
1894,590,MPLS_2,70,13,0.59,19,31,9500,3000
1895,590,Internet,178,16,3.0,30,30,3000,0
1896,591,MPLS_1,123,15,1.86,75,123,52500,5600
1897,591,MPLS_2,65,10,0.51,27,50,13500,5000
1898,591,Internet,174,17,4.0,52,52,5200,0
1899,592,MPLS_0,150,12,1.93,4,6,2000,3000
1900,592,MPLS_1,84,13,0.59,2,3,1200,3000
1901,592,Internet,196,20,1.0,4,4,400,0
1902,593,MPLS_2,70,8,0.61,66,126,39600,5400
1903,593,Internet,155,20,5.0,33,33,3300,0
1904,594,MPLS_1,115,16,1.93,33,54,23100,6300
1905,594,MPLS_2,70,7,0.56,15,23,10500,2800
1906,594,Internet,180,20,2.0,37,37,3700,0
1907,595,MPLS_0,113,15,1.37,59,110,47200,2400
1908,595,MPLS_2,88,10,0.46,21,38,10500,2500
1909,595,Internet,187,19,10.0,53,53,5300,0
1910,596,MPLS_1,76,13,0.6,14,27,9800,4200
1911,596,MPLS_0,120,16,1.75,40,61,24000,6000
1912,596,Internet,172,18,5.0,32,32,3200,0
1913,597,MPLS_2,129,14,1.71,174,289,121800,7000
1914,597,MPLS_1,87,8,0.42,68,120,34000,4500
1915,597,Internet,155,15,3.0,110,110,11000,0
1916,598,MPLS_2,63,10,0.58,9,14,5400,2400
1917,598,MPLS_1,97,16,1.77,29,47,20300,4200
1918,598,Internet,169,18,9.0,26,26,2600,0
1919,599,MPLS_1,70,8,0.78,92,147,46000,2500
1920,599,Internet,176,19,8.0,64,64,6400,0
1921,600,MPLS_2,117,16,1.93,46,90,23000,4000
1922,600,MPLS_1,89,7,0.52,19,34,11400,6000
1923,600,Internet,185,20,1.0,48,48,4800,0
1924,601,MPLS_0,149,13,1.91,547,1050,437600,8000
1925,601,MPLS_1,60,10,0.62,207,318,165600,2400
1926,601,Internet,186,17,2.0,554,554,55400,0
1927,602,MPLS_0,65,13,0.55,44,84,35200,4000
1928,602,MPLS_1,87,16,1.76,177,266,141600,2400
1929,602,MPLS_2,72,12,0.74,38,60,19000,3000
1930,602,Internet,145,20,3.0,161,161,16100,0
1931,603,MPLS_0,86,13,0.62,4,6,2400,5400
1932,603,MPLS_1,123,14,1.2,16,26,8000,2000
1933,603,MPLS_2,84,12,0.62,4,7,3200,8000
1934,603,Internet,154,15,2.0,9,9,900,0
1935,604,MPLS_1,85,9,0.52,72,143,43200,2400
1936,604,Internet,172,17,7.0,54,54,5400,0
1937,605,MPLS_1,71,11,0.76,28,45,22400,8000
1938,605,MPLS_2,139,14,1.33,85,155,51000,2400
1939,605,Internet,172,18,10.0,50,50,5000,0
1940,606,MPLS_0,68,9,0.57,10,17,7000,4900
1941,606,MPLS_1,151,14,2.06,27,45,18900,4200
1942,606,Internet,151,14,5.0,35,35,3500,0
1943,607,MPLS_1,130,15,2.07,16,28,9600,2400
1944,607,MPLS_2,68,9,0.51,8,12,6400,3200
1945,607,Internet,194,16,8.0,10,10,1000,0
1946,608,MPLS_1,89,13,0.54,7,10,5600,6400
1947,608,MPLS_2,70,12,0.69,8,13,4000,2500
1948,608,MPLS_0,132,12,1.51,33,53,19800,2400
1949,608,Internet,188,20,3.0,27,27,2700,0
1950,609,MPLS_1,87,11,0.79,46,85,36800,4800
1951,609,MPLS_0,105,16,1.66,239,475,119500,2500
1952,609,MPLS_2,69,8,0.41,47,72,37600,6400
1953,609,Internet,166,20,4.0,167,167,16700,0
1954,610,MPLS_0,88,13,0.48,4,6,2800,4900
1955,610,MPLS_1,95,14,1.11,25,45,12500,1500
1956,610,MPLS_2,69,11,0.43,5,9,3000,4800
1957,610,Internet,146,18,9.0,23,23,2300,0
1958,611,MPLS_1,97,16,1.08,20,32,14000,4900
1959,611,MPLS_2,66,7,0.62,10,17,8000,4000
1960,611,Internet,187,12,4.0,18,18,1800,0
1961,612,MPLS_2,132,13,1.6,7,12,3500,4500
1962,612,MPLS_1,72,9,0.51,3,5,1500,4000
1963,612,Internet,185,16,1.0,5,5,500,0
1964,613,MPLS_1,76,9,0.68,116,216,69600,3000
1965,613,Internet,220,18,6.0,42,42,4200,0
1966,614,MPLS_0,69,8,0.75,41,63,32800,8000
1967,614,Internet,209,15,10.0,23,23,2300,0
1968,615,MPLS_2,76,8,0.41,11,16,7700,4200
1969,615,MPLS_1,102,12,1.17,58,90,46400,2400
1970,615,MPLS_0,84,11,0.66,12,20,6000,2000
1971,615,Internet,169,20,2.0,58,58,5800,0
1972,616,MPLS_1,75,10,0.4,44,69,35200,6400
1973,616,MPLS_2,145,14,1.82,121,217,84700,2800
